Field,Posted Date,Job Title,Company,Company URL,Company Size,Job Link,Job Portal,Location,First Name,Last Name,Title,LinkedIn,Email,Phone Number
Non-Technical,09/27/2025,Paid Search Manager Manager,Tesla,https://www.tesla.com,11-50,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Emery,Garcia,VP Engineering,https://www.linkedin.com/in/emerygarcia,emery.garcia@tesla.com,+44 35 4733 4013
Non-Technical,09/27/2025,Paid Search Manager Manager,Tesla,https://www.tesla.com,11-50,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Gray,Martin,Product Manager,,gray.martin@tesla.com,(459) 797-8127
Non-Technical,09/27/2025,Digital Marketing Manager,Apple,https://www.apple.com,5001-10000,https://www.linkedin.com/jobs/search/?keywords=Digital%20Marketing%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Cupertino, CA",Finley,Smith,VP Engineering,https://www.linkedin.com/in/finleysmith,finley.smith@apple.com,+1-399-891-7241
Non-Technical,09/27/2025,Digital Marketing Manager,Apple,https://www.apple.com,5001-10000,https://www.linkedin.com/jobs/search/?keywords=Digital%20Marketing%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Cupertino, CA",Meadow,Wright,CTO,,meadow.wright@apple.com,+1-808-352-3546
Non-Technical,09/27/2025,Digital Marketing Manager,Apple,https://www.apple.com,5001-10000,https://www.linkedin.com/jobs/search/?keywords=Digital%20Marketing%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Cupertino, CA",Taylor,Young,Senior Developer,,taylor.young@apple.com,+1-910-386-2894
Non-Technical,09/23/2025,Paid Search Manager,Microsoft,https://www.microsoft.com,11-50,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Austin, TX",Morgan,Perez,Head of Engineering,,morgan.perez@microsoft.com,030 6469 2786
Non-Technical,09/23/2025,Paid Search Manager,Microsoft,https://www.microsoft.com,11-50,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Austin, TX",Morgan,Carter,Technical Lead,,morgan.carter@microsoft.com,+44 28 7195 9462
Non-Technical,09/23/2025,Paid Search Manager,Microsoft,https://www.microsoft.com,11-50,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Austin, TX",Cameron,Taylor,Engineering Manager,,cameron.taylor@microsoft.com,(641) 900-1621
Non-Technical,09/20/2025,Paid Search Manager Manager,Square,https://www.square.com,51-200,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Finley,Anderson,VP Engineering,,finley.anderson@square.com,(290) 268-7488
Non-Technical,09/20/2025,Paid Search Manager Manager,Square,https://www.square.com,51-200,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Parker,Clark,Technical Lead,,parker.clark@square.com,+44 41 5513 2412
Non-Technical,09/17/2025,Paid Search Manager Manager,SpaceX,https://www.spacex.com,1001-5000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Riley,Wilson,Head of Engineering,,riley.wilson@spacex.com,+1-507-932-8790
Non-Technical,09/17/2025,Paid Search Manager Manager,SpaceX,https://www.spacex.com,1001-5000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",River,Evans,Product Manager,,river.evans@spacex.com,+44 44 1273 3404
Non-Technical,09/16/2025,Paid Search Manager Manager,Shopify,https://www.shopify.com,1001-5000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Rain,Roberts,Technical Lead,,rain.roberts@shopify.com,+44 33 8887 1495
Non-Technical,09/16/2025,Paid Search Manager Manager,Shopify,https://www.shopify.com,1001-5000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Rain,Jackson,Head of Engineering,,rain.jackson@shopify.com,+1-950-338-8464
Non-Technical,09/16/2025,Paid Search Manager Manager,Shopify,https://www.shopify.com,1001-5000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Meadow,White,Technical Lead,,meadow.white@shopify.com,+1-577-795-3285
Non-Technical,09/15/2025,Paid Search Manager Manager,OpenAI,https://www.openai.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Fox,Walker,Head of Engineering,,fox.walker@openai.com,026 6960 1580
Non-Technical,09/15/2025,Paid Search Manager Manager,OpenAI,https://www.openai.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Jamie,Edwards,Head of Engineering,,jamie.edwards@openai.com,+1-491-769-5612
Non-Technical,09/14/2025,Paid Search Manager Manager,Stripe,https://www.stripe.com,501-1000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Kai,Perez,VP Engineering,,kai.perez@stripe.com,+1-909-833-7339
Non-Technical,09/14/2025,Paid Search Manager Manager,Stripe,https://www.stripe.com,501-1000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Reese,Miller,CTO,,reese.miller@stripe.com,021 7251 8229
Non-Technical,09/14/2025,Paid Search Manager Manager,Stripe,https://www.stripe.com,501-1000,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Ocean,Harris,Head of Engineering,,ocean.harris@stripe.com,(396) 476-3402
Non-Technical,09/09/2025,PPC Manager,Amazon,https://www.amazon.com,51-200,https://www.linkedin.com/jobs/search/?keywords=PPC%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Seattle, WA",Willow,Baker,Senior Developer,https://www.linkedin.com/in/willow-baker-507,willow.baker@amazon.com,(911) 487-1357
Non-Technical,09/09/2025,PPC Manager,Amazon,https://www.amazon.com,51-200,https://www.linkedin.com/jobs/search/?keywords=PPC%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Seattle, WA",Parker,Baker,CTO,,parker.baker@amazon.com,034 7529 6368
Non-Technical,09/09/2025,PPC Manager,Amazon,https://www.amazon.com,51-200,https://www.linkedin.com/jobs/search/?keywords=PPC%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"Seattle, WA",Cameron,Perez,VP Engineering,https://www.linkedin.com/in/cameronperez,cameron.perez@amazon.com,(914) 536-3448
