Job_Title,Company,Company_URL,Company_Size,Market (USA/UK),Source_Job-Portal,Job_Link,Posted_Date,Location,All Decision_Maker_Name,All Decision_Maker_Title,All Decision_Maker_LinkedIn,All Decision_Maker_Email
Backend Developer,Netflix 6175,https://netflix.com,600-1000,USA,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Backend+Developer&location=London%2C+UK,09/27/2025,"Chicago, IL",Jessica Taylor,Product Manager,https://www.linkedin.com/in/jessica.taylor,jessica.taylor@netflix6175.com
Engineering Manager,Airtable 4096,https://airtable.com,15-50,USA,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Engineering+Manager&location=London%2C+UK,09/27/2025,"Chicago, IL",Anna Thompson,Engineering Manager,https://www.linkedin.com/in/annathompson,anna.thompson@airtable4096.com
Frontend Developer,Segment 4953,https://segment.com,10K+,USA,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Frontend+Developer&location=London%2C+UK,09/27/2025,"Boston, MA",Chris Johnson,CTO,https://www.linkedin.com/in/chrisjohnson38,chris.johnson@segment4953.com
Full Stack Developer,Docker 6400,https://docker.com,600-1000,USA,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Full+Stack+Developer&location=London%2C+UK,09/27/2025,"New York, NY",Mark Thompson,Lead Developer,https://www.linkedin.com/in/mark-thompson,mark.thompson@docker6400.com
Full Stack Developer,Docker 6400,https://docker.com,600-1000,USA,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Full+Stack+Developer&location=London%2C+UK,09/27/2025,"New York, NY",Matthew Thomas,VP Engineering,,matthew.thomas@docker6400.com
Data Scientist,Microsoft 3501,https://microsoft.com,1-10,USA,Talent,https://www.talent.com/jobs?q=Data+Scientist&location=London,09/27/2025,"San Francisco, CA",Amanda Thompson,CTO,https://www.linkedin.com/in/amandathompson,amanda.thompson@microsoft3501.com
Data Scientist,Microsoft 3501,https://microsoft.com,1-10,USA,Talent,https://www.talent.com/jobs?q=Data+Scientist&location=London,09/27/2025,"San Francisco, CA",Maria Smith,VP Engineering,https://www.linkedin.com/in/maria-smith,maria.smith@microsoft3501.com
DevOps Engineer,HashiCorp 8546,https://hashicorp.com,1001-5000,USA,Talent,https://www.talent.com/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",Jennifer Jackson,VP Engineering,https://www.linkedin.com/in/jennifer.jackson,jennifer.jackson@hashicorp8546.com
DevOps Engineer,HashiCorp 8546,https://hashicorp.com,1001-5000,USA,Talent,https://www.talent.com/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",Robert Martinez,Product Manager,https://www.linkedin.com/in/robertmartinez,robert.martinez@hashicorp8546.com
DevOps Engineer,HashiCorp 8546,https://hashicorp.com,1001-5000,USA,Talent,https://www.talent.com/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",James Taylor,Lead Developer,https://www.linkedin.com/in/james.taylor,james.taylor@hashicorp8546.com
Frontend Developer,Asana 9732,https://asana.com,20-50,USA,Talent,https://www.talent.com/jobs?q=Frontend+Developer&location=London,09/27/2025,"Austin, TX",Anna White,Senior Developer,https://www.linkedin.com/in/anna.white,anna.white@asana9732.com
Data Engineer,Mixpanel 1905,https://mixpanel.com,501-1000,USA,Talent,https://www.talent.com/jobs?q=Data+Engineer&location=London,09/27/2025,"Los Angeles, CA",Emily Smith,Product Manager,https://www.linkedin.com/in/emily-smith-47,emily.smith@mixpanel1905.com
Data Engineer,Mixpanel 1905,https://mixpanel.com,501-1000,USA,Talent,https://www.talent.com/jobs?q=Data+Engineer&location=London,09/27/2025,"Los Angeles, CA",Stephanie Anderson,Technical Lead,https://www.linkedin.com/in/stephanie.anderson,stephanie.anderson@mixpanel1905.com
Machine Learning Engineer,Meta 2811,https://meta.com,15-50,USA,Reed,https://www.reed.co.uk/jobs?q=Machine+Learning+Engineer&location=London,09/27/2025,"Seattle, WA",Jessica Thompson,VP Engineering,,jessica.thompson@meta2811.com
Data Scientist,GitLab 5749,https://gitlab.com,5000+,USA,Reed,https://www.reed.co.uk/jobs?q=Data+Scientist&location=London,09/27/2025,"San Francisco, CA",Lisa Taylor,Head of Engineering,https://www.linkedin.com/in/lisataylor,lisa.taylor@gitlab5749.com
Blockchain Developer,Trello 4436,https://trello.com,60-200,USA,Reed,https://www.reed.co.uk/jobs?q=Blockchain+Developer&location=London,09/27/2025,"Boston, MA",Anna Rodriguez,Technical Lead,https://www.linkedin.com/in/anna-rodriguez,anna.rodriguez@trello4436.com
AI Engineer,Shopify 8352,https://shopify.com,700-1000,USA,Totaljobs,https://www.totaljobs.com/jobs?q=AI+Engineer&location=London,09/27/2025,"San Francisco, CA",Sarah White,Lead Developer,https://www.linkedin.com/in/sarahwhite,sarah.white@shopify8352.com
AI Engineer,Shopify 8352,https://shopify.com,700-1000,USA,Totaljobs,https://www.totaljobs.com/jobs?q=AI+Engineer&location=London,09/27/2025,"San Francisco, CA",Chris Jones,VP Engineering,https://www.linkedin.com/in/chris-jones-79,chris.jones@shopify8352.com
Mobile App Developer,Anthropic 3237,https://anthropic.com,201-500,USA,Totaljobs,https://www.totaljobs.com/jobs?q=Mobile+App+Developer&location=London,09/27/2025,"Los Angeles, CA",Sarah Jones,CTO,https://www.linkedin.com/in/sarah.jones,sarah.jones@anthropic3237.com
Mobile App Developer,Anthropic 3237,https://anthropic.com,201-500,USA,Totaljobs,https://www.totaljobs.com/jobs?q=Mobile+App+Developer&location=London,09/27/2025,"Los Angeles, CA",Jessica Lopez,Product Manager,https://www.linkedin.com/in/jessica.lopez,jessica.lopez@anthropic3237.com
Mobile App Developer,Anthropic 3237,https://anthropic.com,201-500,USA,Totaljobs,https://www.totaljobs.com/jobs?q=Mobile+App+Developer&location=London,09/27/2025,"Los Angeles, CA",Daniel White,Product Manager,https://www.linkedin.com/in/daniel-white,daniel.white@anthropic3237.com
MLOps Engineer,Microsoft 5980,https://microsoft.com,1-10,USA,Totaljobs,https://www.totaljobs.com/jobs?q=MLOps+Engineer&location=London,09/27/2025,"Chicago, IL",Sarah Hernandez,Lead Developer,https://www.linkedin.com/in/sarah-hernandez-53,sarah.hernandez@microsoft5980.com
Engineering Manager,Sketch 9665,https://sketch.com,50K+,USA,Adzuna,https://www.adzuna.com/search?q=Engineering+Manager&where=London,09/27/2025,"Boston, MA",Ashley Martinez,VP Engineering,https://www.linkedin.com/in/ashleymartinez77,ashley.martinez@sketch9665.com
Machine Learning Engineer,Meta 2535,https://meta.com,1-10,USA,CV-Library,https://www.cv-library.co.uk/jobs?q=Machine+Learning+Engineer&location=London,09/27/2025,"Boston, MA",Amanda Taylor,CTO,https://www.linkedin.com/in/amandataylor61,amanda.taylor@meta2535.com
Machine Learning Engineer,Meta 2535,https://meta.com,1-10,USA,CV-Library,https://www.cv-library.co.uk/jobs?q=Machine+Learning+Engineer&location=London,09/27/2025,"Boston, MA",Mark Lopez,Product Manager,https://www.linkedin.com/in/mark.lopez,mark.lopez@meta2535.com
DevOps Engineer,Vercel 5298,https://vercel.com,60-200,USA,CV-Library,https://www.cv-library.co.uk/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",James Thomas,Senior Developer,https://www.linkedin.com/in/jamesthomas,james.thomas@vercel5298.com
DevOps Engineer,Vercel 5298,https://vercel.com,60-200,USA,CV-Library,https://www.cv-library.co.uk/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",Michael Miller,Senior Developer,https://www.linkedin.com/in/michael.miller,michael.miller@vercel5298.com
Mobile App Developer,Asana 9839,https://asana.com,5-15,USA,Redefined,https://www.redefined.co.uk/jobs?q=Mobile+App+Developer&location=London,09/26/2025,"Los Angeles, CA",Anthony White,CTO,https://www.linkedin.com/in/anthony.white,anthony.white@asana9839.com
Mobile App Developer,Asana 9839,https://asana.com,5-15,USA,Redefined,https://www.redefined.co.uk/jobs?q=Mobile+App+Developer&location=London,09/26/2025,"Los Angeles, CA",Lisa Martinez,VP Engineering,https://www.linkedin.com/in/lisa.martinez,lisa.martinez@asana9839.com
Mobile App Developer,Asana 9839,https://asana.com,5-15,USA,Redefined,https://www.redefined.co.uk/jobs?q=Mobile+App+Developer&location=London,09/26/2025,"Los Angeles, CA",Ashley Hernandez,Technical Lead,https://www.linkedin.com/in/ashley-hernandez,ashley.hernandez@asana9839.com
Cloud Architect,Palantir 7262,https://palantir.com,1-10,USA,Redefined,https://www.redefined.co.uk/jobs?q=Cloud+Architect&location=London,09/26/2025,"Austin, TX",Ashley Rodriguez,Technical Lead,https://www.linkedin.com/in/ashleyrodriguez32,ashley.rodriguez@palantir7262.com
Cloud Architect,Palantir 7262,https://palantir.com,1-10,USA,Redefined,https://www.redefined.co.uk/jobs?q=Cloud+Architect&location=London,09/26/2025,"Austin, TX",David Johnson,Head of Engineering,,david.johnson@palantir7262.com
Cloud Architect,Palantir 7262,https://palantir.com,1-10,USA,Redefined,https://www.redefined.co.uk/jobs?q=Cloud+Architect&location=London,09/26/2025,"Austin, TX",Sarah White,Product Manager,https://www.linkedin.com/in/sarah-white,sarah.white@palantir7262.com
Machine Learning Engineer,Spotify 4993,https://spotify.com,50K+,USA,Redefined,https://www.redefined.co.uk/jobs?q=Machine+Learning+Engineer&location=London,09/26/2025,"Seattle, WA",Anthony Lopez,Technical Director,https://www.linkedin.com/in/anthony.lopez,anthony.lopez@spotify4993.com
Machine Learning Engineer,Spotify 4993,https://spotify.com,50K+,USA,Redefined,https://www.redefined.co.uk/jobs?q=Machine+Learning+Engineer&location=London,09/26/2025,"Seattle, WA",Anna Moore,CTO,https://www.linkedin.com/in/annamoore34,anna.moore@spotify4993.com
Machine Learning Engineer,Spotify 4993,https://spotify.com,50K+,USA,Redefined,https://www.redefined.co.uk/jobs?q=Machine+Learning+Engineer&location=London,09/26/2025,"Seattle, WA",Michael Thompson,VP Product,https://www.linkedin.com/in/michael-thompson,michael.thompson@spotify4993.com
Platform Engineer,Zapier 1605,https://zapier.com,1500-5000,USA,Redefined,https://www.redefined.co.uk/jobs?q=Platform+Engineer&location=London,09/26/2025,"Chicago, IL",Jessica Lopez,Senior Developer,,jessica.lopez@zapier1605.com
Senior Software Engineer,Palantir 7319,https://palantir.com,5-15,USA,Trueup,https://www.trueup.io/jobs?q=Senior+Software+Engineer&location=London,09/26/2025,"San Francisco, CA",Stephanie Thompson,Head of Engineering,https://www.linkedin.com/in/stephaniethompson68,stephanie.thompson@palantir7319.com
Senior Software Engineer,Palantir 7319,https://palantir.com,5-15,USA,Trueup,https://www.trueup.io/jobs?q=Senior+Software+Engineer&location=London,09/26/2025,"San Francisco, CA",Amanda Garcia,Lead Developer,https://www.linkedin.com/in/amandagarcia68,amanda.garcia@palantir7319.com
Product Engineer,Intercom 6933,https://intercom.com,1-10,USA,Trueup,https://www.trueup.io/jobs?q=Product+Engineer&location=London,09/26/2025,"San Francisco, CA",Matthew White,Lead Developer,https://www.linkedin.com/in/matthewwhite41,matthew.white@intercom6933.com
Product Engineer,Intercom 6933,https://intercom.com,1-10,USA,Trueup,https://www.trueup.io/jobs?q=Product+Engineer&location=London,09/26/2025,"San Francisco, CA",Stephanie Rodriguez,Lead Developer,https://www.linkedin.com/in/stephanierodriguez61,stephanie.rodriguez@intercom6933.com
QA Engineer,Monday.com 7826,https://monday.com.com,5-15,USA,Trueup,https://www.trueup.io/jobs?q=QA+Engineer&location=London,09/26/2025,"San Francisco, CA",David Brown,Product Manager,https://www.linkedin.com/in/david-brown,david.brown@monday.com7826.com
QA Engineer,Monday.com 7826,https://monday.com.com,5-15,USA,Trueup,https://www.trueup.io/jobs?q=QA+Engineer&location=London,09/26/2025,"San Francisco, CA",Anthony White,Lead Developer,https://www.linkedin.com/in/anthony-white-75,anthony.white@monday.com7826.com
QA Engineer,Monday.com 7826,https://monday.com.com,5-15,USA,Trueup,https://www.trueup.io/jobs?q=QA+Engineer&location=London,09/26/2025,"San Francisco, CA",Matthew Johnson,Product Manager,https://www.linkedin.com/in/matthew-johnson-23,matthew.johnson@monday.com7826.com
Full Stack Developer,Mailchimp 6421,https://mailchimp.com,1001-5000,USA,Trueup,https://www.trueup.io/jobs?q=Full+Stack+Developer&location=London,09/26/2025,"Seattle, WA",Maria Martin,VP Engineering,https://www.linkedin.com/in/maria.martin,maria.martin@mailchimp6421.com
Cloud Architect,OpenAI 4773,https://openai.com,50K+,USA,Trueup,https://www.trueup.io/jobs?q=Cloud+Architect&location=London,09/26/2025,"Chicago, IL",James Thomas,Head of Product,https://www.linkedin.com/in/james-thomas,james.thomas@openai4773.com
Platform Engineer,Databricks 8939,https://databricks.com,50K+,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Platform+Engineer&location=London,09/26/2025,"Austin, TX",Michael White,CTO,https://www.linkedin.com/in/michaelwhite30,michael.white@databricks8939.com
Platform Engineer,Databricks 8939,https://databricks.com,50K+,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Platform+Engineer&location=London,09/26/2025,"Austin, TX",Sarah Hernandez,VP Product,https://www.linkedin.com/in/sarah.hernandez,sarah.hernandez@databricks8939.com
Platform Engineer,Databricks 8939,https://databricks.com,50K+,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Platform+Engineer&location=London,09/26/2025,"Austin, TX",Michael Hernandez,Director of Engineering,,michael.hernandez@databricks8939.com
Product Engineer,Microsoft 5365,https://microsoft.com,1500-5000,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Product+Engineer&location=London,09/26/2025,"New York, NY",James Garcia,VP Engineering,https://www.linkedin.com/in/james-garcia,james.garcia@microsoft5365.com
AI Engineer,Figma 6324,https://figma.com,2-10,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=AI+Engineer&location=London,09/26/2025,"Los Angeles, CA",Jessica Anderson,Technical Lead,https://www.linkedin.com/in/jessicaanderson15,jessica.anderson@figma6324.com
AI Engineer,Figma 6324,https://figma.com,2-10,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=AI+Engineer&location=London,09/26/2025,"Los Angeles, CA",Robert Taylor,Product Manager,https://www.linkedin.com/in/roberttaylor,robert.taylor@figma6324.com
AI Engineer,Figma 6324,https://figma.com,2-10,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=AI+Engineer&location=London,09/26/2025,"Los Angeles, CA",Chris Lopez,Senior Developer,https://www.linkedin.com/in/chris.lopez,chris.lopez@figma6324.com
Data Scientist,Trello 9202,https://trello.com,700-1000,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Data+Scientist&location=London,09/26/2025,"Denver, CO",Jennifer Martinez,Head of Engineering,,jennifer.martinez@trello9202.com
Cloud Architect,Salesforce 9544,https://salesforce.com,11-50,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Cloud+Architect&location=London,09/26/2025,"Austin, TX",Mark Lopez,CTO,https://www.linkedin.com/in/mark.lopez,mark.lopez@salesforce9544.com
Cloud Architect,Salesforce 9544,https://salesforce.com,11-50,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Cloud+Architect&location=London,09/26/2025,"Austin, TX",Stephanie Miller,Technical Lead,,stephanie.miller@salesforce9544.com
Cloud Architect,Salesforce 9544,https://salesforce.com,11-50,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Cloud+Architect&location=London,09/26/2025,"Austin, TX",Emily Miller,VP Engineering,https://www.linkedin.com/in/emily-miller,emily.miller@salesforce9544.com
Backend Developer,Tesla 9729,https://tesla.com,1001-5000,USA,IT Job Board,https://www.itjobboard.co.uk/jobs?q=Backend+Developer&location=London,09/26/2025,"Chicago, IL",Maria Miller,VP Engineering,https://www.linkedin.com/in/maria-miller-51,maria.miller@tesla9729.com
