Field,Posted Date,Job Title,Company,Company URL,Company Size,Job Link,Job Portal,Location,First Name,Last Name,Title,LinkedIn,Email,Phone Number
Non Technical,09/26/2025,Brand Manager,Shopify 1153,https://shopify.com,1K-5K,https://www.totaljobs.com/jobs?q=Brand+Manager&location=London,Totaljobs,"Austin, TX",Mark,Lopez,Lead Developer,https://www.linkedin.com/in/mark.lopez,mark.lopez@shopify1153.com,078 2696 4881
Non Technical,09/26/2025,Brand Manager,Shopify 1153,https://shopify.com,1K-5K,https://www.totaljobs.com/jobs?q=Brand+Manager&location=London,Totaljobs,"Austin, TX",Lisa,Davis,Lead Developer,https://www.linkedin.com/in/lisa-davis-91,lisa.davis@shopify1153.com,073 9323 4558
Non Technical,09/26/2025,Brand Manager,Shopify 1153,https://shopify.com,1K-5K,https://www.totaljobs.com/jobs?q=Brand+Manager&location=London,Totaljobs,"Austin, TX",Matthew,Jackson,Principal Engineer,https://www.linkedin.com/in/matthew-jackson-85,matthew.jackson@shopify1153.com,+44 64 7046 9330
Non Technical,09/26/2025,Marketing Manager,Adobe 3072,https://adobe.com,51-200,https://www.totaljobs.com/jobs?q=Marketing+Manager&location=London,Totaljobs,"New York, NY",Sarah,Thompson,Engineering Manager,https://www.linkedin.com/in/sarahthompson,sarah.thompson@adobe3072.com,033 8525 7851
Non Technical,09/26/2025,Marketing Manager,Adobe 3072,https://adobe.com,51-200,https://www.totaljobs.com/jobs?q=Marketing+Manager&location=London,Totaljobs,"New York, NY",Anthony,Rodriguez,VP Engineering,https://www.linkedin.com/in/anthony.rodriguez,anthony.rodriguez@adobe3072.com,+1-614-969-7155
Non Technical,09/26/2025,Event Coordinator,Amazon 3823,https://amazon.com,100K+,https://www.totaljobs.com/jobs?q=Event+Coordinator&location=London,Totaljobs,"New York, NY",James,Hernandez,VP Engineering,,james.hernandez@amazon3823.com,058 6059 9378
Non Technical,09/26/2025,Event Coordinator,Amazon 3823,https://amazon.com,100K+,https://www.totaljobs.com/jobs?q=Event+Coordinator&location=London,Totaljobs,"New York, NY",Anna,White,Technical Director,https://www.linkedin.com/in/anna.white,anna.white@amazon3823.com,063 8566 7372
Non Technical,09/26/2025,Event Coordinator,Amazon 3823,https://amazon.com,100K+,https://www.totaljobs.com/jobs?q=Event+Coordinator&location=London,Totaljobs,"New York, NY",Anthony,Brown,Director of Engineering,https://www.linkedin.com/in/anthony-brown,anthony.brown@amazon3823.com,+44 76 9097 7641
Non Technical,09/26/2025,Account Manager,Uber 1621,https://uber.com,1K-5K,https://www.adzuna.com/search?q=Account+Manager&where=London,Adzuna,"Seattle, WA",Emily,Johnson,Head of Product,https://www.linkedin.com/in/emilyjohnson35,emily.johnson@uber1621.com,028 6802 2317
Non Technical,09/26/2025,Account Manager,Uber 1621,https://uber.com,1K-5K,https://www.adzuna.com/search?q=Account+Manager&where=London,Adzuna,"Seattle, WA",David,Martin,Principal Engineer,https://www.linkedin.com/in/david.martin,david.martin@uber1621.com,063 1461 6738
Non Technical,09/26/2025,SEO Specialist,Sentry 4748,https://sentry.com,501-1K,https://www.cv-library.co.uk/jobs?q=SEO+Specialist&location=London,CV-Library,"Seattle, WA",Emily,Jones,Senior Developer,https://www.linkedin.com/in/emily-jones,emily.jones@sentry4748.com,+1-828-507-3253
Non Technical,09/26/2025,SEO Specialist,Sentry 4748,https://sentry.com,501-1K,https://www.cv-library.co.uk/jobs?q=SEO+Specialist&location=London,CV-Library,"Seattle, WA",Jennifer,Hernandez,VP Engineering,https://www.linkedin.com/in/jennifer-hernandez-17,jennifer.hernandez@sentry4748.com,035 2555 2453
Non Technical,09/26/2025,SEO Specialist,Sentry 4748,https://sentry.com,501-1K,https://www.cv-library.co.uk/jobs?q=SEO+Specialist&location=London,CV-Library,"Seattle, WA",Emily,Williams,Engineering Manager,https://www.linkedin.com/in/emilywilliams,emily.williams@sentry4748.com,039 7679 5319
Non Technical,09/26/2025,Content Writer,Linear 8993,https://linear.com,201-500,https://www.cv-library.co.uk/jobs?q=Content+Writer&location=London,CV-Library,"Austin, TX",Mark,Garcia,Technical Lead,https://www.linkedin.com/in/mark-garcia-34,mark.garcia@linear8993.com,+44 71 3974 1216
Non Technical,09/26/2025,Content Writer,Linear 8993,https://linear.com,201-500,https://www.cv-library.co.uk/jobs?q=Content+Writer&location=London,CV-Library,"Austin, TX",Stephanie,Martin,Product Manager,,stephanie.martin@linear8993.com,+1-767-377-8707
Non Technical,09/26/2025,Product Manager,Hugging Face 6392,https://huggingface.com,501-1K,https://www.cv-library.co.uk/jobs?q=Product+Manager&location=London,CV-Library,"New York, NY",John,Martinez,Product Manager,,john.martinez@huggingface6392.com,(616) 303-8026
Non Technical,09/26/2025,Product Manager,Hugging Face 6392,https://huggingface.com,501-1K,https://www.cv-library.co.uk/jobs?q=Product+Manager&location=London,CV-Library,"New York, NY",Lisa,Jackson,Senior Developer,https://www.linkedin.com/in/lisajackson,lisa.jackson@huggingface6392.com,+44 58 1269 9732
Non Technical,09/26/2025,Product Manager,Hugging Face 6392,https://huggingface.com,501-1K,https://www.cv-library.co.uk/jobs?q=Product+Manager&location=London,CV-Library,"New York, NY",Jessica,Martin,Engineering Manager,https://www.linkedin.com/in/jessica-martin,jessica.martin@huggingface6392.com,+1-899-467-4314
