Job_Title,Company,Company_URL,Company_Size,Market (USA/UK),Source_Job-Portal,Job_Link,Posted_Date,Location,All Decision_Maker_Name,All Decision_Maker_Title,All Decision_Maker_LinkedIn,All Decision_Maker_Email
Content Writer,Mixpanel 8889,https://mixpanel.com,1001-5000,UK,SEOJobs.com,https://www.seojobs.com/jobs?q=Content+Writer&location=London,09/27/2025,"Bristol, UK",John White,Lead Developer,https://www.linkedin.com/in/johnwhite,john.white@mixpanel8889.com
UI Designer,Zoom 8120,https://zoom.com,1-10,UK,Jora,https://au.jora.com/jobs?q=UI+Designer&location=London,09/27/2025,"London, UK",Mark Johnson,VP Engineering,https://www.linkedin.com/in/mark-johnson-61,mark.johnson@zoom8120.com
Recruiter,GitHub 7646,https://github.com,15-50,UK,Jora,https://au.jora.com/jobs?q=Recruiter&location=London,09/27/2025,"Cambridge, UK",Matthew Rodriguez,Engineering Manager,https://www.linkedin.com/in/matthew.rodriguez,matthew.rodriguez@github7646.com
Operations Manager,Twilio 2948,https://twilio.com,300-500,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Operations+Manager&location=London,09/27/2025,"Leeds, UK",Amanda Jackson,Technical Lead,https://www.linkedin.com/in/amandajackson,amanda.jackson@twilio2948.com
Training Specialist,Airbnb 1714,https://airbnb.com,201-500,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Training+Specialist&location=London,09/27/2025,"Manchester, UK",Maria Garcia,Lead Developer,https://www.linkedin.com/in/mariagarcia,maria.garcia@airbnb1714.com
Training Specialist,Airbnb 1714,https://airbnb.com,201-500,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Training+Specialist&location=London,09/27/2025,"Manchester, UK",Amanda Rodriguez,CTO,https://www.linkedin.com/in/amanda-rodriguez-57,amanda.rodriguez@airbnb1714.com
Training Specialist,Airbnb 1714,https://airbnb.com,201-500,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Training+Specialist&location=London,09/27/2025,"Manchester, UK",Ashley Miller,Technical Lead,https://www.linkedin.com/in/ashleymiller,ashley.miller@airbnb1714.com
Digital Marketing Specialist,Notion 2337,https://notion.com,1200-5000,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Digital+Marketing+Specialist&location=London,09/27/2025,"Manchester, UK",Jessica Anderson,CTO,https://www.linkedin.com/in/jessica-anderson-323,jessica.anderson@notion2337.com
Business Analyst,Slack 4813,https://slack.com,20-50,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Business+Analyst&location=London,09/27/2025,"Cambridge, UK",Maria Davis,Lead Developer,https://www.linkedin.com/in/mariadavis65,maria.davis@slack4813.com
Business Analyst,Slack 4813,https://slack.com,20-50,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Business+Analyst&location=London,09/27/2025,"Cambridge, UK",Mark Garcia,Product Manager,https://www.linkedin.com/in/mark-garcia-87,mark.garcia@slack4813.com
Business Analyst,Slack 4813,https://slack.com,20-50,UK,Jobtensor,https://www.jobtensor.com/jobs?q=Business+Analyst&location=London,09/27/2025,"Cambridge, UK",Stephanie Rodriguez,Product Manager,https://www.linkedin.com/in/stephanierodriguez91,stephanie.rodriguez@slack4813.com
Sales Representative,Oracle 2397,https://oracle.com,11-50,UK,WorkInStartups,https://www.workinstartups.com/jobs?q=Sales+Representative&location=London,09/27/2025,"Manchester, UK",Anthony Williams,CTO,https://www.linkedin.com/in/anthony.williams,anthony.williams@oracle2397.com
Sales Representative,Oracle 2397,https://oracle.com,11-50,UK,WorkInStartups,https://www.workinstartups.com/jobs?q=Sales+Representative&location=London,09/27/2025,"Manchester, UK",Jennifer Johnson,Senior Developer,https://www.linkedin.com/in/jenniferjohnson,jennifer.johnson@oracle2397.com
Sales Representative,Oracle 2397,https://oracle.com,11-50,UK,WorkInStartups,https://www.workinstartups.com/jobs?q=Sales+Representative&location=London,09/27/2025,"Manchester, UK",Daniel Jones,CTO,https://www.linkedin.com/in/daniel.jones,daniel.jones@oracle2397.com
Financial Analyst,Zapier 5102,https://zapier.com,80-200,UK,WorkInStartups,https://www.workinstartups.com/jobs?q=Financial+Analyst&location=London,09/27/2025,"Birmingham, UK",Mark Smith,Senior Developer,https://www.linkedin.com/in/mark.smith,mark.smith@zapier5102.com
Business Development,PlanetScale 2276,https://planetscale.com,600-1000,UK,Working Nomads,https://www.workingnomads.com/jobs?q=Business+Development&location=London,09/27/2025,"Manchester, UK",Sarah Brown,VP Engineering,https://www.linkedin.com/in/sarah-brown-68,sarah.brown@planetscale2276.com
Training Specialist,MongoDB 4590,https://mongodb.com,2-10,UK,Working Nomads,https://www.workingnomads.com/jobs?q=Training+Specialist&location=London,09/27/2025,"Glasgow, UK",Ashley Thompson,Product Manager,https://www.linkedin.com/in/ashley-thompson-95,ashley.thompson@mongodb4590.com
Marketing Manager,Anthropic 2995,https://anthropic.com,80-200,UK,Working Nomads,https://www.workingnomads.com/jobs?q=Marketing+Manager&location=London,09/27/2025,"Birmingham, UK",Anna White,Technical Lead,https://www.linkedin.com/in/annawhite,anna.white@anthropic2995.com
Marketing Manager,Anthropic 2995,https://anthropic.com,80-200,UK,Working Nomads,https://www.workingnomads.com/jobs?q=Marketing+Manager&location=London,09/27/2025,"Birmingham, UK",Michael Jackson,CTO,https://www.linkedin.com/in/michaeljackson20,michael.jackson@anthropic2995.com
Marketing Manager,Anthropic 2995,https://anthropic.com,80-200,UK,Working Nomads,https://www.workingnomads.com/jobs?q=Marketing+Manager&location=London,09/27/2025,"Birmingham, UK",Anthony White,Technical Lead,https://www.linkedin.com/in/anthony-white-88,anthony.white@anthropic2995.com
HR Specialist,Cohere 9266,https://cohere.com,600-1000,UK,Working Nomads,https://www.workingnomads.com/jobs?q=HR+Specialist&location=London,09/27/2025,"Birmingham, UK",Anthony Thompson,VP Engineering,https://www.linkedin.com/in/anthonythompson441,anthony.thompson@cohere9266.com
HR Specialist,Cohere 9266,https://cohere.com,600-1000,UK,Working Nomads,https://www.workingnomads.com/jobs?q=HR+Specialist&location=London,09/27/2025,"Birmingham, UK",Emily Hernandez,Head of Engineering,https://www.linkedin.com/in/emily-hernandez-353,emily.hernandez@cohere9266.com
Customer Success Manager,Calendly 5210,https://calendly.com,10K+,UK,Working Nomads,https://www.workingnomads.com/jobs?q=Customer+Success+Manager&location=London,09/27/2025,"Edinburgh, UK",Anna Martin,Director of Engineering,https://www.linkedin.com/in/anna-martin-688,anna.martin@calendly5210.com
UX Designer,Framer 1546,https://framer.com,15-50,UK,Remote OK,https://remoteok.io/remote-ux-designer-jobs,09/27/2025,"Glasgow, UK",Jennifer Martin,Technical Lead,https://www.linkedin.com/in/jennifermartin,jennifer.martin@framer1546.com
Brand Manager,Stripe 9189,https://stripe.com,6000+,UK,Grabjobs,https://www.grabjobs.co.uk/jobs?q=Brand+Manager&location=London,09/27/2025,"Cambridge, UK",Chris Jones,Product Manager,https://www.linkedin.com/in/chris-jones,chris.jones@stripe9189.com
HR Specialist,Figma 9386,https://figma.com,6000+,UK,Grabjobs,https://www.grabjobs.co.uk/jobs?q=HR+Specialist&location=London,09/27/2025,"Leeds, UK",Emily Anderson,Lead Developer,https://www.linkedin.com/in/emily.anderson,emily.anderson@figma9386.com
HR Specialist,Figma 9386,https://figma.com,6000+,UK,Grabjobs,https://www.grabjobs.co.uk/jobs?q=HR+Specialist&location=London,09/27/2025,"Leeds, UK",Michael Rodriguez,Technical Lead,https://www.linkedin.com/in/michael-rodriguez-887,michael.rodriguez@figma9386.com
HR Specialist,Figma 9386,https://figma.com,6000+,UK,Grabjobs,https://www.grabjobs.co.uk/jobs?q=HR+Specialist&location=London,09/27/2025,"Leeds, UK",Jessica Moore,Lead Developer,https://www.linkedin.com/in/jessica-moore-62,jessica.moore@figma9386.com
Social Media Manager,Netlify 1142,https://netlify.com,11-50,UK,Jobspresso,https://jobspresso.co/jobs?q=Social+Media+Manager&location=London,09/27/2025,"Glasgow, UK",Jessica Rodriguez,Product Manager,https://www.linkedin.com/in/jessicarodriguez944,jessica.rodriguez@netlify1142.com
Social Media Manager,Netlify 1142,https://netlify.com,11-50,UK,Jobspresso,https://jobspresso.co/jobs?q=Social+Media+Manager&location=London,09/27/2025,"Glasgow, UK",David Davis,Senior Developer,https://www.linkedin.com/in/daviddavis,david.davis@netlify1142.com
Sales Representative,HashiCorp 9452,https://hashicorp.com,600-1000,UK,Jobspresso,https://jobspresso.co/jobs?q=Sales+Representative&location=London,09/27/2025,"Leeds, UK",Jessica Brown,Product Manager,https://www.linkedin.com/in/jessicabrown936,jessica.brown@hashicorp9452.com
Business Development,Dropbox 5976,https://dropbox.com,1200-5000,UK,Jobspresso,https://jobspresso.co/jobs?q=Business+Development&location=London,09/27/2025,"Leeds, UK",Michael Martin,CTO,https://www.linkedin.com/in/michael-martin-90,michael.martin@dropbox5976.com
Brand Manager,Spotify 6810,https://spotify.com,51-200,UK,AngelList,https://angel.co/jobs#find/f!%7B%22types%22%3A%5B%22full-time%22%5D%2C%22keywords%22%3A%5B%22Brand%20Manager%22%5D%7D,09/27/2025,"Birmingham, UK",Jennifer Williams,Engineering Manager,https://www.linkedin.com/in/jenniferwilliams79,jennifer.williams@spotify6810.com
Brand Manager,Spotify 6810,https://spotify.com,51-200,UK,AngelList,https://angel.co/jobs#find/f!%7B%22types%22%3A%5B%22full-time%22%5D%2C%22keywords%22%3A%5B%22Brand%20Manager%22%5D%7D,09/27/2025,"Birmingham, UK",Sarah Jackson,Technical Lead,https://www.linkedin.com/in/sarah-jackson,sarah.jackson@spotify6810.com
Brand Manager,Spotify 6810,https://spotify.com,51-200,UK,AngelList,https://angel.co/jobs#find/f!%7B%22types%22%3A%5B%22full-time%22%5D%2C%22keywords%22%3A%5B%22Brand%20Manager%22%5D%7D,09/27/2025,"Birmingham, UK",Sarah White,Lead Developer,https://www.linkedin.com/in/sarahwhite,sarah.white@spotify6810.com
Recruiter,IBM 6237,https://ibm.com,600-1000,UK,AngelList,https://angel.co/jobs#find/f!%7B%22types%22%3A%5B%22full-time%22%5D%2C%22keywords%22%3A%5B%22Recruiter%22%5D%7D,09/27/2025,"Glasgow, UK",Lisa Martin,Head of Engineering,https://www.linkedin.com/in/lisa.martin,lisa.martin@ibm6237.com
Recruiter,IBM 6237,https://ibm.com,600-1000,UK,AngelList,https://angel.co/jobs#find/f!%7B%22types%22%3A%5B%22full-time%22%5D%2C%22keywords%22%3A%5B%22Recruiter%22%5D%7D,09/27/2025,"Glasgow, UK",Chris Johnson,CTO,https://www.linkedin.com/in/chrisjohnson62,chris.johnson@ibm6237.com
Recruiter,IBM 6237,https://ibm.com,600-1000,UK,AngelList,https://angel.co/jobs#find/f!%7B%22types%22%3A%5B%22full-time%22%5D%2C%22keywords%22%3A%5B%22Recruiter%22%5D%7D,09/27/2025,"Glasgow, UK",John Martin,Product Manager,https://www.linkedin.com/in/john-martin-96,john.martin@ibm6237.com
Sales Representative,Databricks 9503,https://databricks.com,10K+,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=Sales+Representative,09/27/2025,"Glasgow, UK",Michael Johnson,Head of Technology,https://www.linkedin.com/in/michaeljohnson,michael.johnson@databricks9503.com
Sales Representative,Databricks 9503,https://databricks.com,10K+,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=Sales+Representative,09/27/2025,"Glasgow, UK",Daniel Hernandez,VP Product,https://www.linkedin.com/in/danielhernandez844,daniel.hernandez@databricks9503.com
UI Designer,Square 2456,https://square.com,51-200,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=UI+Designer,09/27/2025,"London, UK",Robert Rodriguez,Product Manager,https://www.linkedin.com/in/robert.rodriguez,robert.rodriguez@square2456.com
HR Specialist,Clerk 8981,https://clerk.com,1001-5000,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=HR+Specialist,09/27/2025,"Bristol, UK",Jessica Thompson,Senior Developer,https://www.linkedin.com/in/jessica.thompson,jessica.thompson@clerk8981.com
HR Specialist,Clerk 8981,https://clerk.com,1001-5000,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=HR+Specialist,09/27/2025,"Bristol, UK",Amanda Williams,CTO,https://www.linkedin.com/in/amandawilliams,amanda.williams@clerk8981.com
HR Specialist,Clerk 8981,https://clerk.com,1001-5000,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=HR+Specialist,09/27/2025,"Bristol, UK",Daniel Thomas,Lead Developer,https://www.linkedin.com/in/daniel-thomas,daniel.thomas@clerk8981.com
HR Specialist,Elastic 5099,https://elastic.com,2-10,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=HR+Specialist,09/27/2025,"Birmingham, UK",Chris Miller,Senior Developer,https://www.linkedin.com/in/chris-miller-268,chris.miller@elastic5099.com
HR Specialist,Elastic 5099,https://elastic.com,2-10,UK,We Work Remotely,https://weworkremotely.com/remote-jobs/search?utf8=%E2%9C%93&term=HR+Specialist,09/27/2025,"Birmingham, UK",Mark Garcia,VP Engineering,https://www.linkedin.com/in/mark.garcia,mark.garcia@elastic5099.com
Social Media Manager,PlanetScale 4387,https://planetscale.com,8000+,UK,Redefined,https://www.redefined.co.uk/jobs?q=Social+Media+Manager&location=London,09/27/2025,"Glasgow, UK",James Jackson,CTO,https://www.linkedin.com/in/james.jackson,james.jackson@planetscale4387.com
Marketing Manager,Amazon 2053,https://amazon.com,11-50,UK,Redefined,https://www.redefined.co.uk/jobs?q=Marketing+Manager&location=London,09/27/2025,"Cambridge, UK",Anna White,Lead Developer,https://www.linkedin.com/in/anna-white,anna.white@amazon2053.com
Marketing Manager,Amazon 2053,https://amazon.com,11-50,UK,Redefined,https://www.redefined.co.uk/jobs?q=Marketing+Manager&location=London,09/27/2025,"Cambridge, UK",David Anderson,Senior Developer,https://www.linkedin.com/in/davidanderson,david.anderson@amazon2053.com
Marketing Manager,Amazon 2053,https://amazon.com,11-50,UK,Redefined,https://www.redefined.co.uk/jobs?q=Marketing+Manager&location=London,09/27/2025,"Cambridge, UK",Anthony Thomas,VP Engineering,https://www.linkedin.com/in/anthonythomas,anthony.thomas@amazon2053.com
