Job_Title,Company,Company_URL,Company_Size,Market (USA/UK),Source_Job-Portal,Job_Link,Posted_Date,Location,All Decision_Maker_Name,All Decision_Maker_Title,All Decision_Maker_LinkedIn,All Decision_Maker_Email
Data Scientist,Segment 3490,https://segment.com,1K-5K,USA,SimplyHired,https://www.simplyhired.com/search?q=Data+Scientist&l=London%2C+UK,09/27/2025,"San Francisco, CA",Amanda Thomas,Head of Product,https://www.linkedin.com/in/amandathomas98,amanda.thomas@segment3490.com
Data Scientist,Segment 3490,https://segment.com,1K-5K,USA,SimplyHired,https://www.simplyhired.com/search?q=Data+Scientist&l=London%2C+UK,09/27/2025,"San Francisco, CA",Robert Johnson,Principal Engineer,https://www.linkedin.com/in/robertjohnson,robert.johnson@segment3490.com
Data Scientist,Segment 3490,https://segment.com,1K-5K,USA,SimplyHired,https://www.simplyhired.com/search?q=Data+Scientist&l=London%2C+UK,09/27/2025,"San Francisco, CA",John Williams,Engineering Manager,https://www.linkedin.com/in/john-williams,john.williams@segment3490.com
Machine Learning Engineer,Zendesk 4581,https://zendesk.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=Machine+Learning+Engineer&l=London%2C+UK,09/27/2025,"Seattle, WA",Ashley Moore,Senior Developer,https://www.linkedin.com/in/ashleymoore,ashley.moore@zendesk4581.com
Machine Learning Engineer,Zendesk 4581,https://zendesk.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=Machine+Learning+Engineer&l=London%2C+UK,09/27/2025,"Seattle, WA",Chris Rodriguez,Senior Developer,https://www.linkedin.com/in/chris-rodriguez,chris.rodriguez@zendesk4581.com
Machine Learning Engineer,Zendesk 4581,https://zendesk.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=Machine+Learning+Engineer&l=London%2C+UK,09/27/2025,"Seattle, WA",Jessica Miller,Technical Lead,https://www.linkedin.com/in/jessica-miller-69,jessica.miller@zendesk4581.com
Backend Developer,Railway 6231,https://railway.com,201-500,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Backend+Developer&location=London,09/27/2025,"Austin, TX",David Thomas,CTO,https://www.linkedin.com/in/davidthomas,david.thomas@railway6231.com
Backend Developer,Railway 6231,https://railway.com,201-500,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Backend+Developer&location=London,09/27/2025,"Austin, TX",Matthew Williams,Engineering Manager,https://www.linkedin.com/in/matthewwilliams73,matthew.williams@railway6231.com
Data Engineer,Loom 1505,https://loom.com,51-200,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Data+Engineer&location=London,09/27/2025,"Boston, MA",James Johnson,VP Engineering,https://www.linkedin.com/in/jamesjohnson,james.johnson@loom1505.com
Data Engineer,Loom 1505,https://loom.com,51-200,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Data+Engineer&location=London,09/27/2025,"Boston, MA",Lisa Anderson,Product Manager,https://www.linkedin.com/in/lisa.anderson,lisa.anderson@loom1505.com
Frontend Developer,Netlify 5039,https://netlify.com,1K-5K,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Frontend+Developer&location=London,09/27/2025,"Denver, CO",Daniel Thompson,Architect,https://www.linkedin.com/in/daniel-thompson-63,daniel.thompson@netlify5039.com
Solutions Architect,Intercom 3978,https://intercom.com,201-500,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Solutions+Architect&location=London,09/27/2025,"Los Angeles, CA",Lisa Jones,Engineering Manager,https://www.linkedin.com/in/lisajones38,lisa.jones@intercom3978.com
Solutions Architect,Intercom 3978,https://intercom.com,201-500,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Solutions+Architect&location=London,09/27/2025,"Los Angeles, CA",Michael Johnson,Head of Engineering,https://www.linkedin.com/in/michaeljohnson,michael.johnson@intercom3978.com
Solutions Architect,Intercom 3978,https://intercom.com,201-500,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Solutions+Architect&location=London,09/27/2025,"Los Angeles, CA",James Rodriguez,Engineering Manager,https://www.linkedin.com/in/jamesrodriguez78,james.rodriguez@intercom3978.com
Security Engineer,OpenAI 2962,https://openai.com,501-1K,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Security+Engineer&location=London,09/27/2025,"New York, NY",Daniel Thompson,Lead Developer,https://www.linkedin.com/in/danielthompson,daniel.thompson@openai2962.com
Security Engineer,OpenAI 2962,https://openai.com,501-1K,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Security+Engineer&location=London,09/27/2025,"New York, NY",Daniel Jackson,CTO,https://www.linkedin.com/in/danieljackson44,daniel.jackson@openai2962.com
QA Engineer,Airbnb 4110,https://airbnb.com,1K-5K,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=QA+Engineer&location=London,09/27/2025,"Denver, CO",Ashley Moore,Senior Developer,https://www.linkedin.com/in/ashley-moore,ashley.moore@airbnb4110.com
QA Engineer,Airbnb 4110,https://airbnb.com,1K-5K,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=QA+Engineer&location=London,09/27/2025,"Denver, CO",Jessica Jones,Senior Developer,https://www.linkedin.com/in/jessicajones29,jessica.jones@airbnb4110.com
Mobile App Developer,PostHog 1908,https://posthog.com,201-500,USA,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Mobile+App+Developer&location=London,09/27/2025,"Denver, CO",Matthew White,Lead Developer,https://www.linkedin.com/in/matthewwhite,matthew.white@posthog1908.com
Cybersecurity Analyst,HubSpot 6874,https://hubspot.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Cybersecurity+Analyst&location=London%2C+UK,09/27/2025,"Los Angeles, CA",Chris Smith,Senior Developer,https://www.linkedin.com/in/chris-smith-69,chris.smith@hubspot6874.com
Cybersecurity Analyst,HubSpot 6874,https://hubspot.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Cybersecurity+Analyst&location=London%2C+UK,09/27/2025,"Los Angeles, CA",Sarah Moore,Technical Lead,https://www.linkedin.com/in/sarah-moore,sarah.moore@hubspot6874.com
Cybersecurity Analyst,HubSpot 6874,https://hubspot.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Cybersecurity+Analyst&location=London%2C+UK,09/27/2025,"Los Angeles, CA",Emily Moore,Technical Lead,,emily.moore@hubspot6874.com
Solutions Architect,Sketch 6801,https://sketch.com,1K-5K,USA,FlexJobs,https://www.flexjobs.com/search?search=Solutions+Architect&location=London%2C+UK,09/27/2025,"Seattle, WA",James Hernandez,Architect,https://www.linkedin.com/in/jameshernandez63,james.hernandez@sketch6801.com
Site Reliability Engineer,SpaceX 3417,https://spacex.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Site+Reliability+Engineer&location=London%2C+UK,09/27/2025,"Seattle, WA",Matthew Davis,Engineering Manager,https://www.linkedin.com/in/matthewdavis,matthew.davis@spacex3417.com
Machine Learning Engineer,Trello 3196,https://trello.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Machine+Learning+Engineer&location=London%2C+UK,09/27/2025,"Denver, CO",Chris Thomas,Head of Engineering,https://www.linkedin.com/in/chris.thomas,chris.thomas@trello3196.com
Mobile App Developer,Retool 6215,https://retool.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Mobile+App+Developer&location=London%2C+UK,09/27/2025,"Denver, CO",Amanda Jackson,Senior Developer,https://www.linkedin.com/in/amanda.jackson,amanda.jackson@retool6215.com
Mobile App Developer,Retool 6215,https://retool.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Mobile+App+Developer&location=London%2C+UK,09/27/2025,"Denver, CO",Maria Martin,Senior Developer,https://www.linkedin.com/in/maria-martin-50,maria.martin@retool6215.com
Mobile App Developer,Retool 6215,https://retool.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Mobile+App+Developer&location=London%2C+UK,09/27/2025,"Denver, CO",Emily White,Senior Developer,https://www.linkedin.com/in/emily-white,emily.white@retool6215.com
DevOps Engineer,SpaceX 8976,https://spacex.com,51-200,USA,FlexJobs,https://www.flexjobs.com/search?search=DevOps+Engineer&location=London%2C+UK,09/27/2025,"Denver, CO",Jessica Brown,Product Manager,,jessica.brown@spacex8976.com
Technical Lead,SpaceX 4253,https://spacex.com,501-1K,USA,FlexJobs,https://www.flexjobs.com/search?search=Technical+Lead&location=London%2C+UK,09/27/2025,"Seattle, WA",Daniel Williams,Head of Engineering,https://www.linkedin.com/in/daniel-williams-72,daniel.williams@spacex4253.com
Machine Learning Engineer,Replicate 9373,https://replicate.com,201-500,USA,FlexJobs,https://www.flexjobs.com/search?search=Machine+Learning+Engineer&location=London%2C+UK,09/27/2025,"Boston, MA",Michael Davis,Lead Developer,https://www.linkedin.com/in/michaeldavis,michael.davis@replicate9373.com
Machine Learning Engineer,Replicate 9373,https://replicate.com,201-500,USA,FlexJobs,https://www.flexjobs.com/search?search=Machine+Learning+Engineer&location=London%2C+UK,09/27/2025,"Boston, MA",Ashley Hernandez,VP Engineering,https://www.linkedin.com/in/ashley-hernandez,ashley.hernandez@replicate9373.com
Cloud Architect,Meta 9299,https://meta.com,100K+,USA,FlexJobs,https://www.flexjobs.com/search?search=Cloud+Architect&location=London%2C+UK,09/27/2025,"Chicago, IL",Chris Smith,VP Engineering,https://www.linkedin.com/in/chris-smith,chris.smith@meta9299.com
Cloud Architect,Meta 9299,https://meta.com,100K+,USA,FlexJobs,https://www.flexjobs.com/search?search=Cloud+Architect&location=London%2C+UK,09/27/2025,"Chicago, IL",Ashley Martin,Chief Technology Officer,https://www.linkedin.com/in/ashley-martin-19,ashley.martin@meta9299.com
Blockchain Developer,Box 2032,https://box.com,51-200,USA,FlexJobs,https://www.flexjobs.com/search?search=Blockchain+Developer&location=London%2C+UK,09/27/2025,"Boston, MA",Maria Smith,CTO,https://www.linkedin.com/in/mariasmith86,maria.smith@box2032.com
Blockchain Developer,Box 2032,https://box.com,51-200,USA,FlexJobs,https://www.flexjobs.com/search?search=Blockchain+Developer&location=London%2C+UK,09/27/2025,"Boston, MA",Maria White,Lead Developer,https://www.linkedin.com/in/mariawhite,maria.white@box2032.com
Blockchain Developer,Box 2032,https://box.com,51-200,USA,FlexJobs,https://www.flexjobs.com/search?search=Blockchain+Developer&location=London%2C+UK,09/27/2025,"Boston, MA",John Martin,CTO,https://www.linkedin.com/in/john-martin-19,john.martin@box2032.com
Security Engineer,Stripe 5534,https://stripe.com,201-500,USA,FlexJobs,https://www.flexjobs.com/search?search=Security+Engineer&location=London%2C+UK,09/27/2025,"Boston, MA",Matthew Thompson,Lead Developer,https://www.linkedin.com/in/matthewthompson91,matthew.thompson@stripe5534.com
Data Scientist,Webflow 1455,https://webflow.com,1K-5K,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Data+Scientist&location=London,09/27/2025,"Seattle, WA",James Jackson,Architect,https://www.linkedin.com/in/james-jackson-81,james.jackson@webflow1455.com
Data Scientist,Webflow 1455,https://webflow.com,1K-5K,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Data+Scientist&location=London,09/27/2025,"Seattle, WA",Sarah Garcia,Engineering Manager,https://www.linkedin.com/in/sarah-garcia-34,sarah.garcia@webflow1455.com
Data Scientist,Webflow 1455,https://webflow.com,1K-5K,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Data+Scientist&location=London,09/27/2025,"Seattle, WA",Maria Smith,Technical Lead,https://www.linkedin.com/in/mariasmith,maria.smith@webflow1455.com
Blockchain Developer,MongoDB 6904,https://mongodb.com,201-500,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Blockchain+Developer&location=London,09/27/2025,"New York, NY",Matthew Miller,VP Engineering,https://www.linkedin.com/in/matthew-miller,matthew.miller@mongodb6904.com
Blockchain Developer,MongoDB 6904,https://mongodb.com,201-500,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Blockchain+Developer&location=London,09/27/2025,"New York, NY",Lisa Jackson,Senior Developer,https://www.linkedin.com/in/lisa.jackson,lisa.jackson@mongodb6904.com
Blockchain Developer,MongoDB 6904,https://mongodb.com,201-500,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Blockchain+Developer&location=London,09/27/2025,"New York, NY",Robert Moore,VP Engineering,https://www.linkedin.com/in/robertmoore74,robert.moore@mongodb6904.com
Engineering Manager,Docker 1657,https://docker.com,1K-5K,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Engineering+Manager&location=London,09/27/2025,"Los Angeles, CA",David Davis,Architect,https://www.linkedin.com/in/david.davis,david.davis@docker1657.com
Engineering Manager,Docker 1657,https://docker.com,1K-5K,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Engineering+Manager&location=London,09/27/2025,"Los Angeles, CA",Anthony Moore,Lead Developer,https://www.linkedin.com/in/anthonymoore63,anthony.moore@docker1657.com
Cloud Architect,PlanetScale 5876,https://planetscale.com,51-200,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Cloud+Architect&location=London,09/27/2025,"New York, NY",Maria Jackson,Head of Engineering,https://www.linkedin.com/in/maria-jackson-19,maria.jackson@planetscale5876.com
Cloud Architect,PlanetScale 5876,https://planetscale.com,51-200,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Cloud+Architect&location=London,09/27/2025,"New York, NY",Emily Jones,Senior Developer,https://www.linkedin.com/in/emily-jones-40,emily.jones@planetscale5876.com
Data Scientist,Meta 4979,https://meta.com,100K+,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Data+Scientist&location=London,09/27/2025,"San Francisco, CA",Amanda Moore,VP Engineering,https://www.linkedin.com/in/amandamoore15,amanda.moore@meta4979.com
Data Scientist,Meta 4979,https://meta.com,100K+,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Data+Scientist&location=London,09/27/2025,"San Francisco, CA",Michael Anderson,Head of Product,https://www.linkedin.com/in/michael.anderson,michael.anderson@meta4979.com
Data Scientist,Meta 4979,https://meta.com,100K+,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Data+Scientist&location=London,09/27/2025,"San Francisco, CA",Amanda Moore,Head of Product,https://www.linkedin.com/in/amandamoore,amanda.moore@meta4979.com
Cloud Architect,Replicate 5843,https://replicate.com,51-200,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Cloud+Architect&location=London,09/27/2025,"New York, NY",Ashley White,CTO,https://www.linkedin.com/in/ashley.white,ashley.white@replicate5843.com
Cloud Architect,Replicate 5843,https://replicate.com,51-200,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Cloud+Architect&location=London,09/27/2025,"New York, NY",Chris Williams,Product Manager,https://www.linkedin.com/in/chris-williams-75,chris.williams@replicate5843.com
Cloud Architect,Replicate 5843,https://replicate.com,51-200,USA,SEL Jobs,https://www.seljobs.com/jobs?q=Cloud+Architect&location=London,09/27/2025,"New York, NY",Jessica Taylor,VP Engineering,https://www.linkedin.com/in/jessica-taylor-97,jessica.taylor@replicate5843.com
Platform Engineer,Asana 1417,https://asana.com,1K-5K,USA,Remote.co,https://remote.co/remote-jobs?search=Platform+Engineer,09/27/2025,"Denver, CO",Daniel Johnson,Lead Developer,https://www.linkedin.com/in/daniel-johnson,daniel.johnson@asana1417.com
Platform Engineer,Asana 1417,https://asana.com,1K-5K,USA,Remote.co,https://remote.co/remote-jobs?search=Platform+Engineer,09/27/2025,"Denver, CO",Daniel Lopez,Senior Developer,https://www.linkedin.com/in/daniel-lopez-71,daniel.lopez@asana1417.com
Platform Engineer,Asana 1417,https://asana.com,1K-5K,USA,Remote.co,https://remote.co/remote-jobs?search=Platform+Engineer,09/27/2025,"Denver, CO",Matthew Johnson,Product Manager,https://www.linkedin.com/in/matthew.johnson,matthew.johnson@asana1417.com
MLOps Engineer,Elastic 8626,https://elastic.com,201-500,USA,Remote.co,https://remote.co/remote-jobs?search=MLOps+Engineer,09/27/2025,"Denver, CO",Sarah Martinez,Engineering Manager,https://www.linkedin.com/in/sarahmartinez,sarah.martinez@elastic8626.com
MLOps Engineer,Elastic 8626,https://elastic.com,201-500,USA,Remote.co,https://remote.co/remote-jobs?search=MLOps+Engineer,09/27/2025,"Denver, CO",Daniel Thompson,Lead Developer,https://www.linkedin.com/in/daniel-thompson,daniel.thompson@elastic8626.com
Security Engineer,Palantir 1615,https://palantir.com,51-200,USA,Remote.co,https://remote.co/remote-jobs?search=Security+Engineer,09/27/2025,"Denver, CO",Robert Lopez,Senior Developer,https://www.linkedin.com/in/robert-lopez,robert.lopez@palantir1615.com
MLOps Engineer,Linear 6358,https://linear.com,51-200,USA,Remote.co,https://remote.co/remote-jobs?search=MLOps+Engineer,09/27/2025,"Seattle, WA",Michael Taylor,Lead Developer,https://www.linkedin.com/in/michael-taylor-86,michael.taylor@linear6358.com
MLOps Engineer,Linear 6358,https://linear.com,51-200,USA,Remote.co,https://remote.co/remote-jobs?search=MLOps+Engineer,09/27/2025,"Seattle, WA",Emily White,Engineering Manager,https://www.linkedin.com/in/emily-white,emily.white@linear6358.com
MLOps Engineer,Linear 6358,https://linear.com,51-200,USA,Remote.co,https://remote.co/remote-jobs?search=MLOps+Engineer,09/27/2025,"Seattle, WA",Daniel Lopez,VP Engineering,https://www.linkedin.com/in/daniellopez,daniel.lopez@linear6358.com
Platform Engineer,Confluent 5244,https://confluent.com,501-1K,USA,Remote.co,https://remote.co/remote-jobs?search=Platform+Engineer,09/27/2025,"Austin, TX",Stephanie Taylor,Senior Developer,https://www.linkedin.com/in/stephanietaylor28,stephanie.taylor@confluent5244.com
Machine Learning Engineer,Cohere 8308,https://cohere.com,51-200,USA,Remote.co,https://remote.co/remote-jobs?search=Machine+Learning+Engineer,09/27/2025,"Seattle, WA",Maria Martin,VP Engineering,https://www.linkedin.com/in/maria.martin,maria.martin@cohere8308.com
Frontend Developer,Spotify 4635,https://spotify.com,10K+,USA,Otta,https://otta.com/jobs?q=Frontend+Developer&location=London,09/27/2025,"Chicago, IL",Robert Thompson,CTO,https://www.linkedin.com/in/robert-thompson-74,robert.thompson@spotify4635.com
DevOps Engineer,Microsoft 2817,https://microsoft.com,100K+,USA,Otta,https://otta.com/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Boston, MA",Maria White,VP Engineering,https://www.linkedin.com/in/mariawhite76,maria.white@microsoft2817.com
DevOps Engineer,Microsoft 2817,https://microsoft.com,100K+,USA,Otta,https://otta.com/jobs?q=DevOps+Engineer&location=London,09/27/2025,"Boston, MA",Sarah Martinez,CTO,https://www.linkedin.com/in/sarah-martinez,sarah.martinez@microsoft2817.com
API Developer,PayPal 9178,https://paypal.com,1K-5K,USA,Otta,https://otta.com/jobs?q=API+Developer&location=London,09/27/2025,"Seattle, WA",Matthew Hernandez,Senior Developer,https://www.linkedin.com/in/matthew-hernandez-26,matthew.hernandez@paypal9178.com
API Developer,PayPal 9178,https://paypal.com,1K-5K,USA,Otta,https://otta.com/jobs?q=API+Developer&location=London,09/27/2025,"Seattle, WA",James Thompson,Lead Developer,https://www.linkedin.com/in/james-thompson,james.thompson@paypal9178.com
API Developer,PayPal 9178,https://paypal.com,1K-5K,USA,Otta,https://otta.com/jobs?q=API+Developer&location=London,09/27/2025,"Seattle, WA",Daniel Smith,Technical Lead,https://www.linkedin.com/in/daniel.smith,daniel.smith@paypal9178.com
Backend Developer,Zoom 6883,https://zoom.com,1K-5K,USA,Otta,https://otta.com/jobs?q=Backend+Developer&location=London,09/27/2025,"San Francisco, CA",Daniel Thomas,Architect,https://www.linkedin.com/in/daniel-thomas-71,daniel.thomas@zoom6883.com
AI Engineer,Apple 2906,https://apple.com,50K+,USA,Otta,https://otta.com/jobs?q=AI+Engineer&location=London,09/27/2025,"San Francisco, CA",Emily Lopez,VP Engineering,https://www.linkedin.com/in/emilylopez51,emily.lopez@apple2906.com
Blockchain Developer,Spotify 1518,https://spotify.com,5K-10K,USA,Otta,https://otta.com/jobs?q=Blockchain+Developer&location=London,09/27/2025,"Austin, TX",Jennifer Martinez,Principal Engineer,https://www.linkedin.com/in/jennifer-martinez,jennifer.martinez@spotify1518.com
Blockchain Developer,Spotify 1518,https://spotify.com,5K-10K,USA,Otta,https://otta.com/jobs?q=Blockchain+Developer&location=London,09/27/2025,"Austin, TX",James Smith,Product Manager,https://www.linkedin.com/in/james-smith-50,james.smith@spotify1518.com
Cloud Architect,Microsoft 8042,https://microsoft.com,10K+,USA,Jooble,https://jooble.org/jobs?q=Cloud+Architect&location=London,09/27/2025,"Seattle, WA",Daniel Martin,Technical Director,https://www.linkedin.com/in/danielmartin,daniel.martin@microsoft8042.com
Cloud Architect,Microsoft 8042,https://microsoft.com,10K+,USA,Jooble,https://jooble.org/jobs?q=Cloud+Architect&location=London,09/27/2025,"Seattle, WA",Anna Davis,VP Product,,anna.davis@microsoft8042.com
Cloud Architect,Microsoft 8042,https://microsoft.com,10K+,USA,Jooble,https://jooble.org/jobs?q=Cloud+Architect&location=London,09/27/2025,"Seattle, WA",Amanda Taylor,VP Engineering,https://www.linkedin.com/in/amanda.taylor,amanda.taylor@microsoft8042.com
Engineering Manager,Google 6860,https://google.com,50K+,USA,Jooble,https://jooble.org/jobs?q=Engineering+Manager&location=London,09/27/2025,"Seattle, WA",Jessica Anderson,VP Product,https://www.linkedin.com/in/jessica-anderson-47,jessica.anderson@google6860.com
Engineering Manager,Google 6860,https://google.com,50K+,USA,Jooble,https://jooble.org/jobs?q=Engineering+Manager&location=London,09/27/2025,"Seattle, WA",Chris Martinez,CTO,https://www.linkedin.com/in/chrismartinez,chris.martinez@google6860.com
Engineering Manager,Google 6860,https://google.com,50K+,USA,Jooble,https://jooble.org/jobs?q=Engineering+Manager&location=London,09/27/2025,"Seattle, WA",Maria Johnson,Chief Technology Officer,https://www.linkedin.com/in/maria-johnson-17,maria.johnson@google6860.com
Site Reliability Engineer,Palantir 9766,https://palantir.com,1K-5K,USA,Jooble,https://jooble.org/jobs?q=Site+Reliability+Engineer&location=London,09/27/2025,"New York, NY",James Thompson,Product Manager,https://www.linkedin.com/in/jamesthompson87,james.thompson@palantir9766.com
Data Engineer,Sentry 5586,https://sentry.com,51-200,USA,Jooble,https://jooble.org/jobs?q=Data+Engineer&location=London,09/27/2025,"Austin, TX",Sarah Rodriguez,Head of Engineering,https://www.linkedin.com/in/sarah-rodriguez,sarah.rodriguez@sentry5586.com
Frontend Developer,Shopify 4362,https://shopify.com,1K-5K,USA,Jooble,https://jooble.org/jobs?q=Frontend+Developer&location=London,09/27/2025,"Boston, MA",Maria White,Architect,https://www.linkedin.com/in/maria-white,maria.white@shopify4362.com
Frontend Developer,Shopify 4362,https://shopify.com,1K-5K,USA,Jooble,https://jooble.org/jobs?q=Frontend+Developer&location=London,09/27/2025,"Boston, MA",David Miller,Lead Developer,https://www.linkedin.com/in/davidmiller93,david.miller@shopify4362.com
MLOps Engineer,Framer 1203,https://framer.com,501-1K,USA,Jooble,https://jooble.org/jobs?q=MLOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",James Miller,Product Manager,https://www.linkedin.com/in/james-miller,james.miller@framer1203.com
MLOps Engineer,Framer 1203,https://framer.com,501-1K,USA,Jooble,https://jooble.org/jobs?q=MLOps+Engineer&location=London,09/27/2025,"Los Angeles, CA",Mark Thomas,Product Manager,https://www.linkedin.com/in/markthomas,mark.thomas@framer1203.com
Mobile App Developer,Docker 3721,https://docker.com,1K-5K,USA,Escape The City,https://www.escapethecity.org/jobs?q=Mobile+App+Developer&location=London,09/27/2025,"Seattle, WA",Chris Moore,Product Manager,https://www.linkedin.com/in/chrismoore96,chris.moore@docker3721.com
