Field,Posted Date,Job Title,Company,Company URL,Company Size,Job Link,Job Portal,Location,First Name,Last Name,Title,LinkedIn,Email,Phone Number
Non Technical,09/26/2025,Training Specialist,Spotify 6907,https://www.spotify.com,201-500,https://au.jora.com/jobs?q=Training+Specialist&location=United+States,Jora,"Atlanta, GA",Emily,Johnson,CTO,https://www.linkedin.com/in/emily-johnson,emily.johnson@spotify.com,072 2220 4809
Technical,09/26/2025,DevOps Engineer,Salesforce 3559,https://www.salesforce.com,51-200,https://www.simplyhired.com/search?q=DevOps+Engineer&location=United+States,SimplyHired,"New York, NY",Matthew,Thompson,Technical Lead,https://www.linkedin.com/in/matthew-thompson,matthew.thompson@salesforce.com,063 3531 1620
Technical,09/26/2025,DevOps Engineer,Salesforce 3559,https://www.salesforce.com,51-200,https://www.simplyhired.com/search?q=DevOps+Engineer&location=United+States,SimplyHired,"New York, NY",John,Davis,Product Manager,https://www.linkedin.com/in/john-davis,john.davis@salesforce.com,+1-986-206-6897
Non Technical,09/26/2025,Training Specialist,GitLab 4470,https://www.gitlab.com,1K-5K,https://www.careerbuilder.com/jobs?q=Training+Specialist&location=United+States,CareerBuilder,"Portland, OR",Stephanie,Smith,Engineering Manager,https://www.linkedin.com/in/stephanie-smith,stephanie.smith@gitlab.com,+44 75 6987 4193
Non Technical,09/26/2025,Training Specialist,GitLab 4470,https://www.gitlab.com,1K-5K,https://www.careerbuilder.com/jobs?q=Training+Specialist&location=United+States,CareerBuilder,"Portland, OR",Michael,Taylor,Senior Developer,https://www.linkedin.com/in/michael-taylor,michael.taylor@gitlab.com,(631) 990-2250
Technical,09/26/2025,FastAPI Engineer,SpaceX 5185,https://www.spacex.com,1K-5K,https://www.escapethecity.org/jobs?q=FastAPI+Engineer&location=United+States,Escape The City,"Miami, FL",Mark,Jones,Senior Developer,https://www.linkedin.com/in/mark-jones,mark.jones@spacex.com,+44 30 5151 8646
Technical,09/26/2025,FastAPI Engineer,SpaceX 5185,https://www.spacex.com,1K-5K,https://www.escapethecity.org/jobs?q=FastAPI+Engineer&location=United+States,Escape The City,"Miami, FL",Ashley,Jones,Technical Lead,https://www.linkedin.com/in/ashley-jones,ashley.jones@spacex.com,+44 63 8868 7578
Technical,09/26/2025,FastAPI Engineer,SpaceX 5185,https://www.spacex.com,1K-5K,https://www.escapethecity.org/jobs?q=FastAPI+Engineer&location=United+States,Escape The City,"Miami, FL",Robert,Williams,Lead Developer,https://www.linkedin.com/in/robert-williams,robert.williams@spacex.com,+44 73 1482 8769
Technical,09/26/2025,Senior Full Stack Developer,Palantir 7692,https://www.palantir.com,201-500,https://www.jobtensor.com/jobs?q=Senior+Full+Stack+Developer&location=United+States,Jobtensor,"Miami, FL",Lisa,Lopez,Technical Lead,https://www.linkedin.com/in/lisa-lopez,lisa.lopez@palantir.com,+44 55 9074 7098
Technical,09/26/2025,Senior Full Stack Developer,Palantir 7692,https://www.palantir.com,201-500,https://www.jobtensor.com/jobs?q=Senior+Full+Stack+Developer&location=United+States,Jobtensor,"Miami, FL",Ashley,Smith,Engineering Manager,https://www.linkedin.com/in/ashley-smith,ashley.smith@palantir.com,+44 62 3526 6627
Non Technical,09/26/2025,SEO Manager,PayPal 2388,https://www.paypal.com,501-1K,https://www.totaljobs.com/jobs?q=SEO+Manager&location=United+States,Totaljobs,"Miami, FL",John,Jackson,CTO,https://www.linkedin.com/in/john-jackson,john.jackson@paypal.com,+1-736-538-6542
Non Technical,09/26/2025,Customer Success Manager,Auth0 3383,https://www.auth0.com,201-500,https://www.workinstartups.com/jobs?q=Customer+Success+Manager&location=United+States,WorkInStartups,"Portland, OR",Jennifer,Moore,Senior Developer,https://www.linkedin.com/in/jennifer-moore,jennifer.moore@auth0.com,+1-332-440-9846
Non Technical,09/26/2025,Customer Success Manager,Auth0 3383,https://www.auth0.com,201-500,https://www.workinstartups.com/jobs?q=Customer+Success+Manager&location=United+States,WorkInStartups,"Portland, OR",Sarah,Davis,Technical Lead,https://www.linkedin.com/in/sarah-davis,sarah.davis@auth0.com,+44 65 3602 7788
Non Technical,09/26/2025,Customer Success Manager,Auth0 3383,https://www.auth0.com,201-500,https://www.workinstartups.com/jobs?q=Customer+Success+Manager&location=United+States,WorkInStartups,"Portland, OR",Robert,Thomas,Technical Lead,https://www.linkedin.com/in/robert-thomas,robert.thomas@auth0.com,+44 45 1254 5938
Non Technical,09/26/2025,UX Designer,Databricks 1983,https://www.databricks.com,201-500,https://remotive.com/remote-jobs?q=UX+Designer&location=United+States,Remotive,"San Francisco, CA",Matthew,Miller,Senior Developer,https://www.linkedin.com/in/matthew-miller,matthew.miller@databricks.com,(306) 646-8966
Technical,09/26/2025,Backend Developer,Cohere 5770,https://www.cohere.com,1K-5K,https://www.jobtensor.com/jobs?q=Backend+Developer&location=United+States,Jobtensor,"Seattle, WA",James,Thomas,Lead Developer,https://www.linkedin.com/in/james-thomas,james.thomas@cohere.com,025 3873 5008
Technical,09/26/2025,Backend Developer,Cohere 5770,https://www.cohere.com,1K-5K,https://www.jobtensor.com/jobs?q=Backend+Developer&location=United+States,Jobtensor,"Seattle, WA",Maria,Thomas,Senior Developer,https://www.linkedin.com/in/maria-thomas,maria.thomas@cohere.com,(943) 789-4674
Technical,09/26/2025,Backend Developer,Cohere 5770,https://www.cohere.com,1K-5K,https://www.jobtensor.com/jobs?q=Backend+Developer&location=United+States,Jobtensor,"Seattle, WA",Stephanie,Moore,Technical Lead,https://www.linkedin.com/in/stephanie-moore,stephanie.moore@cohere.com,062 9257 8830
Non Technical,09/26/2025,UX Designer,Oracle 8849,https://www.oracle.com,501-1K,https://www.welcometothejungle.com/en/jobs?q=UX+Designer&location=United+States,WelcometotheJungle,"Denver, CO",Daniel,Jones,Technical Lead,https://www.linkedin.com/in/daniel-jones,daniel.jones@oracle.com,(769) 626-1693
Non Technical,09/26/2025,Sales Representative,Netflix 5970,https://www.netflix.com,50K+,https://remote.co/remote-jobs?q=Sales+Representative&location=United+States,Remote.co,"Seattle, WA",Sarah,Miller,CTO,https://www.linkedin.com/in/sarah-miller,sarah.miller@netflix.com,+1-687-238-2902
Non Technical,09/26/2025,Sales Representative,Netflix 5970,https://www.netflix.com,50K+,https://remote.co/remote-jobs?q=Sales+Representative&location=United+States,Remote.co,"Seattle, WA",James,Smith,Technical Director,https://www.linkedin.com/in/james-smith,james.smith@netflix.com,(400) 407-9912
Non Technical,09/26/2025,Sales Representative,Netflix 5970,https://www.netflix.com,50K+,https://remote.co/remote-jobs?q=Sales+Representative&location=United+States,Remote.co,"Seattle, WA",Jessica,Martin,VP Engineering,https://www.linkedin.com/in/jessica-martin,jessica.martin@netflix.com,+44 23 4946 5995
Technical,09/26/2025,Frontend Developer,Google 8664,https://www.google.com,10K+,https://jobsora.com/jobs?q=Frontend+Developer&location=United+States,Jobsora,"Dallas, TX",James,Thompson,Head of Technology,https://www.linkedin.com/in/james-thompson,james.thompson@google.com,(452) 923-5388
Technical,09/26/2025,Frontend Developer,Google 8664,https://www.google.com,10K+,https://jobsora.com/jobs?q=Frontend+Developer&location=United+States,Jobsora,"Dallas, TX",Lisa,Johnson,VP Engineering,https://www.linkedin.com/in/lisa-johnson,lisa.johnson@google.com,+1-843-501-1479
Non Technical,09/26/2025,UX Designer,Google 2123,https://www.google.com,100K+,https://remoteok.io/remote-jobs?q=UX+Designer&location=United+States,Remote OK,"Denver, CO",Jennifer,Moore,CTO,https://www.linkedin.com/in/jennifer-moore,jennifer.moore@google.com,066 5072 5845
Non Technical,09/26/2025,UX Designer,Google 2123,https://www.google.com,100K+,https://remoteok.io/remote-jobs?q=UX+Designer&location=United+States,Remote OK,"Denver, CO",Maria,Brown,VP Engineering,https://www.linkedin.com/in/maria-brown,maria.brown@google.com,+44 29 5860 1284
Non Technical,09/26/2025,UX Designer,Google 2123,https://www.google.com,100K+,https://remoteok.io/remote-jobs?q=UX+Designer&location=United+States,Remote OK,"Denver, CO",Jennifer,Miller,CTO,https://www.linkedin.com/in/jennifer-miller,jennifer.miller@google.com,+1-243-767-4304
Technical,09/26/2025,Backend Developer,MongoDB 3876,https://www.mongodb.com,501-1K,https://dynamitejobs.com/jobs?q=Backend+Developer&location=United+States,Dynamite Jobs,"New York, NY",Jessica,Davis,Technical Lead,https://www.linkedin.com/in/jessica-davis,jessica.davis@mongodb.com,+44 74 2489 3382
Technical,09/26/2025,Backend Developer,MongoDB 3876,https://www.mongodb.com,501-1K,https://dynamitejobs.com/jobs?q=Backend+Developer&location=United+States,Dynamite Jobs,"New York, NY",Maria,Thomas,CTO,https://www.linkedin.com/in/maria-thomas,maria.thomas@mongodb.com,(882) 540-1807
Technical,09/26/2025,Senior React Native Developer,Intel 6605,https://www.intel.com,1K-5K,https://www.ziprecruiter.com/jobs-search?q=Senior+React+Native+Developer&location=United+States,ZipRecruiter,"Seattle, WA",Anthony,Jones,Engineering Manager,https://www.linkedin.com/in/anthony-jones,anthony.jones@intel.com,(517) 902-4570
Technical,09/26/2025,Senior React Native Developer,Intel 6605,https://www.intel.com,1K-5K,https://www.ziprecruiter.com/jobs-search?q=Senior+React+Native+Developer&location=United+States,ZipRecruiter,"Seattle, WA",Amanda,Thomas,Technical Lead,https://www.linkedin.com/in/amanda-thomas,amanda.thomas@intel.com,+1-431-578-7386
Non Technical,09/26/2025,Customer Success Manager,HubSpot 2004,https://www.hubspot.com,1K-5K,https://www.redefined.co.uk/jobs?q=Customer+Success+Manager&location=United+States,Redefined,"Dallas, TX",Mark,Brown,Product Manager,https://www.linkedin.com/in/mark-brown,mark.brown@hubspot.com,+1-285-963-1292
Non Technical,09/26/2025,Customer Success Manager,HubSpot 2004,https://www.hubspot.com,1K-5K,https://www.redefined.co.uk/jobs?q=Customer+Success+Manager&location=United+States,Redefined,"Dallas, TX",Anthony,Smith,Architect,https://www.linkedin.com/in/anthony-smith,anthony.smith@hubspot.com,+44 66 5754 2582
Technical,09/26/2025,MLOps Engineer,Docker 1880,https://www.docker.com,501-1K,https://otta.com/jobs?q=MLOps+Engineer&location=United+States,Otta,"Denver, CO",David,Smith,Technical Lead,https://www.linkedin.com/in/david-smith,david.smith@docker.com,+1-309-913-1438
Technical,09/26/2025,MLOps Engineer,Docker 1880,https://www.docker.com,501-1K,https://otta.com/jobs?q=MLOps+Engineer&location=United+States,Otta,"Denver, CO",Mark,Moore,CTO,https://www.linkedin.com/in/mark-moore,mark.moore@docker.com,044 3090 6066
Non Technical,09/26/2025,Brand Manager,Tesla 5106,https://www.tesla.com,51-200,https://remoteok.io/remote-jobs?q=Brand+Manager&location=United+States,Remote OK,"Los Angeles, CA",Maria,Brown,Technical Lead,https://www.linkedin.com/in/maria-brown,maria.brown@tesla.com,+1-420-872-5204
Non Technical,09/26/2025,Brand Manager,Tesla 5106,https://www.tesla.com,51-200,https://remoteok.io/remote-jobs?q=Brand+Manager&location=United+States,Remote OK,"Los Angeles, CA",Matthew,Taylor,Technical Lead,https://www.linkedin.com/in/matthew-taylor,matthew.taylor@tesla.com,+1-329-852-7911
Non Technical,09/26/2025,UI Designer,OpenAI 5128,https://www.openai.com,51-200,https://www.totaljobs.com/jobs?q=UI+Designer&location=United+States,Totaljobs,"Boston, MA",Mark,White,Technical Lead,https://www.linkedin.com/in/mark-white,mark.white@openai.com,+44 75 8122 1997
Non Technical,09/26/2025,Product Manager,Slack 7932,https://www.slack.com,1K-5K,https://www.workinstartups.com/jobs?q=Product+Manager&location=United+States,WorkInStartups,"Dallas, TX",Anthony,Taylor,Engineering Manager,https://www.linkedin.com/in/anthony-taylor,anthony.taylor@slack.com,+1-438-231-6053
Non Technical,09/26/2025,Content Marketing Specialist,Zoom 8262,https://www.zoom.us,201-500,https://www.itjobboard.co.uk/jobs?q=Content+Marketing+Specialist&location=United+States,IT Job Board,"Los Angeles, CA",Stephanie,Taylor,Senior Developer,https://www.linkedin.com/in/stephanie-taylor,stephanie.taylor@zoom.com,(980) 584-1425
Technical,09/26/2025,Site Reliability Engineer,Atlassian 3306,https://www.atlassian.com,501-1K,https://angel.co/jobs?q=Site+Reliability+Engineer&location=United+States,AngelList,"Seattle, WA",Jessica,Anderson,Technical Lead,https://www.linkedin.com/in/jessica-anderson,jessica.anderson@atlassian.com,(845) 958-7882
Non Technical,09/26/2025,Marketing Manager,Apple 8192,https://www.apple.com,100K+,https://jobsora.com/jobs?q=Marketing+Manager&location=United+States,Jobsora,"Atlanta, GA",Stephanie,Moore,Head of Technology,https://www.linkedin.com/in/stephanie-moore,stephanie.moore@apple.com,+44 30 1220 3512
Non Technical,09/26/2025,Marketing Manager,Apple 8192,https://www.apple.com,100K+,https://jobsora.com/jobs?q=Marketing+Manager&location=United+States,Jobsora,"Atlanta, GA",Jennifer,Garcia,Head of Technology,https://www.linkedin.com/in/jennifer-garcia,jennifer.garcia@apple.com,+1-433-772-6223
